2020 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H5337,Local CCP,"Aetna Better Health, Inc. (oh)",Aetna Better Health of Ohio (HMO SNP),CVS Health Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,100%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5355,Demo,Iehp Health Access,IEHP DualChoice,INLAND EMPIRE HEALTH PLAN,No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5377,Local CCP,"Humana Medical Plan Of Pennsylvania, Inc.",Humana,Humana Inc.,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,100%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5386,Local CCP,Sharp Health Plan,Sharp Health Plan,Sharp Healthcare,88%,81%,78%,Not enough data available,Not enough data available,55%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,78%,99%,94%,Not enough data available,45%,47%,65%,6%,89%,84,80,92,90,91,88,0.26,3%,Medicare shows only a Star Rating for this topic,92%,92%,97%,98%,4.6,Not enough data available,0.26,3%,Medicare shows only a Star Rating for this topic,88,90,100,82%,86%,81%,80%,82%
H5398,Local CCP,Centene Venture Company Kansas,Ascension Complete,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5410,Local CCP,Healthspring Of Florida,"HealthSpring of Florida, Inc.",CIGNA,89%,92%,81%,71%,84%,63%,100%,CMS identified issues with this plan's data,97%,97%,98%,81%,92%,99%,90%,89%,74%,59%,95%,9%,90%,92,84,96,95,95,93,0.04,8%,Medicare shows only a Star Rating for this topic,100%,98%,98%,98%,1.7,77%,0.04,8%,Medicare shows only a Star Rating for this topic,94,94,100,91%,93%,88%,91%,89%
H5420,Local CCP,"Medica Healthcare Plans, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",86%,87%,47%,75%,80%,67%,99%,43%,97%,96%,98%,82%,83%,99%,90%,78%,64%,46%,82%,8%,84%,82,75,91,89,90,87,0.12,13%,Medicare shows only a Star Rating for this topic,100%,99%,98%,98%,0.0,100%,0.12,13%,Medicare shows only a Star Rating for this topic,87,89,99,86%,90%,81%,85%,84%
H5422,Local CCP,Blue Cross Blue Shield Healthcare Plan Of Georgia,Anthem Blue Cross and Blue Shield,Anthem Inc.,72%,70%,66%,70%,84%,55%,95%,62%,84%,77%,90%,Not enough data available,71%,95%,75%,78%,48%,41%,38%,5%,80%,82,77,91,84,84,87,0.56,17%,Medicare shows only a Star Rating for this topic,88%,100%,98%,98%,4.2,Not enough data available,0.56,17%,Medicare shows only a Star Rating for this topic,84,91,97,75%,76%,72%,77%,75%
H5425,Local CCP,Scan Health Plan,SCAN Health Plan,SCAN Health Plan,80%,81%,75%,72%,84%,54%,99%,80%,97%,97%,99%,59%,90%,99%,92%,76%,61%,50%,77%,8%,75%,82,76,92,86,90,84,0.11,6%,Medicare shows only a Star Rating for this topic,98%,94%,98%,100%,0.9,94%,0.11,6%,Medicare shows only a Star Rating for this topic,89,91,99,83%,86%,83%,62%,82%
H5427,Local CCP,"Freedom Health, Inc.","Freedom Health, Inc.",Anthem Inc.,86%,86%,66%,75%,80%,54%,100%,92%,98%,97%,98%,89%,85%,99%,89%,85%,63%,45%,77%,8%,78%,83,79,90,85,88,84,0.12,13%,Medicare shows only a Star Rating for this topic,100%,100%,98%,98%,0.0,Not enough data available,0.12,13%,Medicare shows only a Star Rating for this topic,89,92,98,85%,86%,84%,82%,87%
H5430,Local CCP,Onecare By Care1st Health Plan Arizona Inc.,WellCare,"WellCare Health Plans, Inc.",67%,58%,60%,75%,86%,49%,96%,58%,89%,83%,89%,Not enough data available,76%,95%,70%,Not enough data available,64%,43%,71%,9%,76%,83,76,88,83,85,86,0.08,11%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,90%,81%,19.9,Not enough data available,0.08,11%,Medicare shows only a Star Rating for this topic,87,89,99,76%,80%,78%,75%,80%
H5431,Local CCP,"Healthsun Health Plans, Inc.","HealthSun Health Plans, Inc.",Anthem Inc.,86%,88%,50%,76%,82%,70%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,51%,93%,99%,89%,96%,81%,Not enough data available,87%,7%,88%,90,82,94,95,94,92,0.08,15%,Medicare shows only a Star Rating for this topic,99%,99%,97%,95%,0.7,Not enough data available,0.08,15%,Medicare shows only a Star Rating for this topic,92,Not enough data available,97,92%,93%,89%,67%,89%
H5433,Local CCP,Orange County Health Authority,OneCare,Orange County Health Authority,71%,68%,71%,Not enough data available,Not enough data available,57%,97%,46%,91%,77%,90%,Not enough data available,73%,96%,79%,Not enough data available,Not enough data available,Not enough data available,52%,8%,77%,84,79,88,86,86,84,0.06,28%,Medicare shows only a Star Rating for this topic,94%,94%,97%,92%,0.0,Not enough data available,0.06,28%,Medicare shows only a Star Rating for this topic,86,92,99,86%,85%,85%,66%,78%
H5434,Local CCP,"Blue Cross And Blue Shield Of Florida, Inc.",Florida Blue,Guidewell Mutual Holding Corporation,82%,83%,73%,76%,89%,59%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,58%,80%,96%,84%,79%,58%,50%,65%,9%,78%,85,79,89,87,85,86,0.07,6%,Medicare shows only a Star Rating for this topic,90%,94%,97%,94%,1.2,75%,0.07,6%,Medicare shows only a Star Rating for this topic,80,86,99,85%,86%,84%,60%,77%
H5435,PFFS,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",65%,68%,75%,72%,85%,40%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,65%,95%,78%,81%,45%,36%,59%,9%,77%,84,76,90,85,82,87,0.18,11%,Medicare shows only a Star Rating for this topic,99%,99%,98%,98%,0.0,Not enough data available,0.18,11%,Medicare shows only a Star Rating for this topic,81,88,99,84%,86%,84%,74%,76%
